PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,SalePrice
-4.5066337147333595,-2.9723699395052607,-1.4090842309392304,-0.4721870766557581,0.3691305958112216,0.15430030714410878,1.2195322279076843,1.9608413000936316,0.11290640877019975,-0.17733538834826354,-0.43543172458025675
1.1315272044834639,4.395856584462603,0.23489711711876066,1.5421926891956232,0.9421822454302456,1.8486685178982059,1.01327108096572,-0.4842404037213348,-1.2108136706058772,0.11850025676482684,0.13393763263956418
-8.01654325995666,0.9410427614716151,5.044358693600625,-4.092407010578066,-3.991985571646824,0.9047541912525705,2.1312169861026464,0.6458133757457417,0.2959793833388341,0.5795123821490954,-1.4706487377072044
-2.9466192911723654,0.2528506679357997,-4.669529153848455,0.2225517312354161,-1.4395039201690627,3.162689922910679,0.314424914144081,-0.5091186358359455,0.4367669227874789,3.503213510646924,0.08217678198321685
-4.748270150576645,2.129699711290868,-2.7820392039535498,-1.4988899765171249,1.4330865788996823,-1.5730384647370566,0.10030977306894745,-0.1914961665455,-3.331969169762561,1.3386309302704507,-0.7459968285183413
-3.4564756191404085,-3.278111371702834,-0.7704792231251621,1.5887869581328853,1.2087599360060493,3.4559051081286567,-0.5249845484162798,1.7159179387453647,2.5598898682179327,-2.0299454502274106,-0.35088900184155614
3.2199619786142004,4.061268052560293,2.302182406259875,1.1438481710411634,0.12383165030772443,2.3973895136945016,-0.5862854673861094,0.19745074896527903,0.41210318413674357,-0.4312641701287981,0.06492316509776773
-6.146751294037344,-0.4821536107640607,-0.208396752979435,0.3335395566689566,0.19169952993919895,2.8622449008720032,-0.9253324922872944,1.4105899275896556,-0.05132807661483643,2.134414617722933,-0.771877253846515
1.7978398910818156,-2.1974778288805314,-2.8450809883764054,-2.177011749761403,-0.43260736607536626,-0.6621480471275699,2.2438631902835744,-0.4461108977245468,0.32641382646757444,-1.100634620625218,0.0908035904259414
4.523559780083564,-1.0836654729431248,2.429422605323637,-2.200774620138009,1.8946608184231695,-4.593961316314269,1.7233379565829816,0.8309994283364764,0.762504823565689,-2.2916581068014947,0.9448576262556732
-3.661701305963081,0.236733352421139,1.1616050019610684,2.271428753877064,1.2446066615000384,0.964183538483844,-1.1127616949660797,0.28313352698688377,1.3479221189611859,0.5066211036187847,-0.7114895947474428
-0.9207745230710013,-1.9705494541156359,-2.037824586946944,1.0450605371813229,-0.5649936930779311,1.7072397197412352,-0.9091315676642016,-2.469886792031593,2.561523715381468,-1.085340222040011,-0.17749015214279243
1.534553312502297,-2.283478873152297,-3.17943906422175,-1.944108464263668,0.4058851275093511,-1.3452679258671711,2.3437388262011503,-0.49586212735324475,1.8313047930260151,-1.5862769464443833,-0.22838832195486714
0.848795163002808,2.035776882904253,-3.7883038605184605,1.9451011060772816,-0.6178124201258111,-1.9796613731977453,0.9993280039707486,0.7644038693245733,2.933828624719778,0.16803315543534109,0.5997852885466904
-1.09698601440023,-0.4429028213968739,-1.681620450473922,-1.8243713730106974,3.147984479716141,-4.350350509559765,2.159636200267513,0.3503268909615754,2.96068262515342,1.32526304982932,-0.5216998090075026
3.643245298753006,5.45831972761447,0.274847626617147,0.74656858029029,0.7842151753997274,1.2102550747898382,0.5724495743486318,-1.0839868142920728,-1.5100328151756717,-1.015531057626068,0.5135172041194449
0.9764303809944347,-1.2783899402159435,-3.8033170821141464,-3.2598270794719735,-0.12398141336041893,0.41662606314856465,0.8569762533037651,-2.144780197118933,0.812520253917967,-0.25322576260696883,0.8068286911720798
-4.840870368406745,-2.363799345358759,-0.5445282944292054,1.8314898500579169,2.1536531002932175,0.14586671290124098,-1.1348511610453718,1.8755501966576422,-1.5178301872078193,2.1494075491092905,-0.7805040622892395
-1.561497307806681,0.3837142454034448,-1.6381794351823338,3.0502956976054625,-1.6853692483316909,0.10834100080996574,1.1945785329126066,0.8942109186863463,3.03696676899625,1.976009193109621,-0.18525427974124437
2.8174222986993946,-4.468960805725188,-2.7997469562254276,-0.8814583692494631,-1.9495051329372275,1.1539368173376263,-0.01838245524290963,-0.5561956602079742,0.29238149103416705,-2.3922531057687255,0.23745933395225882
